song id = 21568, song name = 01 - Holiday (2014) - Tu Hi Toh Hai [www.DJLUV.in].mp3
song id = 21680, song name = 05 - With Love- Javed Ali (2014) - Tere Nakhre [www.DJLUV.in].mp3
song id = 21681, song name = 06 - With Love- Javed Ali (2014) - Dil Se Dil [www.DJLUV.in].mp3
song id = 21682, song name = 07 - With Love- Javed Ali (2014) - Excuse Me [www.DJLUV.in].mp3
song id = 21683, song name = 08 - With Love- Javed Ali (2014) - Timbaali [www.DJLUV.in].mp3
song id = 21684, song name = 01 - Ek Villain (2014) - Galliyan [www.DJLUV.in].mp3
song id = 21685, song name = 01 - Holiday (2014) - Blame the Night [www.DJLUV.in].mp3
song id = 21686, song name = 01 - Indian Ocean feat. Karsh Kale (2014) - Behney Do [www.DJLUV.in].mp3
song id = 21687, song name = 01 - Kaler Kanth - Haare Sajna [www.DJLUV.in].mp3
song id = 21688, song name = 01 - Purani Jeans (2014) - Dil Aaj Kal [www.DJLUV.in].mp3
song id = 21689, song name = 02 - Purani Jeans (2014) - Dil Aaj Kal Unplugged [www.DJLUV.in].mp3
song id = 21690, song name = 03 - Purani Jeans (2014) - Yaari Yaari [www.DJLUV.in].mp3
song id = 21691, song name = 04 - Purani Jeans (2014) - Jind Meriye [www.DJLUV.in].mp3
song id = 21692, song name = 05 - Purani Jeans (2014) - Purani Jeans Mashup [www.DJLUV.in].mp3
song id = 21693, song name = 06 - Purani Jeans (2014) - Yeh Dosti [www.DJLUV.in].mp3
song id = 21694, song name = 07 - Purani Jeans (2014) - Yeh Beetey Din Acoustic Version [www.DJLUV.in].mp3
song id = 21695, song name = 08 - Purani Jeans (2014) - Yeh Beetey Din [www.DJLUV.in].mp3
song id = 21696, song name = 09 - Purani Jeans (2014) - Out Of Control [www.DJLUV.in].mp3
song id = 21697, song name = 10 - Purani Jeans (2014) - Out Of Control Jahaan Shah Remix [www.DJLUV.in].mp3
song id = 21698, song name = 11 - Purani Jeans (2014) - Yeh Beetey Din  Rock Version [www.DJLUV.in].mp3
song id = 21699, song name = 01 - Humshakals (2014) - Caller Tune [www.DJLUV.in].mp3
song id = 21700, song name = 01 - Lekar Hum Deewana Dil (2014) - Khaleefa [www.DJLUV.in].mp3
song id = 21701, song name = 01 - Fugly (2014) - Dhup Chik [www.DJLUV.in].mp3
song id = 21702, song name = 01 - Manjunath (2014) - Gol [www.DJLUV.in].mp3
song id = 21703, song name = 02 - Manjunath (2014) - Amma [www.DJLUV.in].mp3
song id = 21704, song name = 03 - Manjunath (2014) - The Rock Song [www.DJLUV.in].mp3
song id = 21705, song name = 04 - Manjunath (2014) - Shlokas [www.DJLUV.in].mp3
song id = 21706, song name = 01 - Million Dollar Arm (2014) - Makhna [www.DJLUV.in].mp3
song id = 21707, song name = 02 - Million Dollar Arm (2014) - Million Dollar Dream [www.DJLUV.in].mp3
song id = 21708, song name = 03 - Million Dollar Arm (2014) - Unborn Children [www.DJLUV.in].mp3
song id = 21709, song name = 04 - Million Dollar Arm (2014) - We Could Be Kings [www.DJLUV.in].mp3
song id = 21710, song name = 05 - Million Dollar Arm (2014) - Taa Taa Tai [www.DJLUV.in].mp3
song id = 21711, song name = 06 - Million Dollar Arm (2014) - Keep The Hustle [www.DJLUV.in].mp3
song id = 21712, song name = 07 - Million Dollar Arm (2014) - Nimma Nimma [www.DJLUV.in].mp3
song id = 21713, song name = 08 - Million Dollar Arm (2014) - Bobbleheads [www.DJLUV.in].mp3
song id = 21714, song name = 09 - Million Dollar Arm (2014) - Never Give Up [www.DJLUV.in].mp3
song id = 21715, song name = 10 - Million Dollar Arm (2014) - Lucknow [www.DJLUV.in].mp3
song id = 21716, song name = 11 - Million Dollar Arm (2014) - Farewell [www.DJLUV.in].mp3
song id = 21717, song name = 12 - Million Dollar Arm (2014) - Desi Thoughts [www.DJLUV.in].mp3
song id = 21718, song name = 13 - Million Dollar Arm (2014) - First Tryout [www.DJLUV.in].mp3
song id = 21719, song name = 14 - Million Dollar Arm (2014) - Calling Scouts Again [www.DJLUV.in].mp3
song id = 21720, song name = 15 - Million Dollar Arm (2014) - Welcome to India [www.DJLUV.in].mp3
song id = 21721, song name = 16 - Million Dollar Arm (2014) - The Final Pitch [www.DJLUV.in].mp3
song id = 21722, song name = 02 - Humshakals (2014) - Piya Ke Bazaar Mein [www.DJLUV.in].mp3
song id = 21723, song name = 02 - Ek Villain (2014) - Banjaara [www.DJLUV.in].mp3
song id = 21724, song name = 01 - Filmistaan (2014) - Udaari [www.DJLUV.in].mp3
song id = 21725, song name = 02 - Filmistaan (2014) - Uljhi Uljhi [www.DJLUV.in].mp3
song id = 21726, song name = 03 - Filmistaan (2014) - Bhugol [www.DJLUV.in].mp3
song id = 21727, song name = 04 - Filmistaan (2014) - Bol [www.DJLUV.in].mp3
song id = 21728, song name = 05 - Filmistaan (2014) - Bebaak [www.DJLUV.in].mp3
song id = 21729, song name = 01 - Farhan Akhtar (2014) - Tension Kyun Lete Ho Yaar [www.DJLUV.in].mp3
song id = 21730, song name = 02 - Lekar Hum Deewana Dil (2014) - Maaloom [www.DJLUV.in].mp3
song id = 21731, song name = 01 - Fugly (2014) - Fugly Fugly Kya Hai [www.DJLUV.in].mp3
song id = 21732, song name = 02 - Fugly (2014) - Dhup Chik [www.DJLUV.in].mp3
song id = 21733, song name = 03 - Fugly (2014) - Banjarey [www.DJLUV.in].mp3
song id = 21734, song name = 04 - Fugly (2014) - Good In Bed [www.DJLUV.in].mp3
song id = 21735, song name = 05 - Fugly (2014) - Dhuaan [www.DJLUV.in].mp3
song id = 21736, song name = 06 - Fugly (2014) - G Pe Danda [www.DJLUV.in].mp3
song id = 21737, song name = 07 - Fugly (2014) - Lovely Jind Wali [www.DJLUV.in].mp3
song id = 21738, song name = 01 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Tarzan [www.DJLUV.in].mp3
song id = 21739, song name = 02 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Phacebook Pyaar [www.DJLUV.in].mp3
song id = 21740, song name = 03 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Welcome Maiyya [www.DJLUV.in].mp3
song id = 21741, song name = 04 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Chop Chop [www.DJLUV.in].mp3
song id = 21742, song name = 05 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Tu Tu Tu [www.DJLUV.in].mp3
song id = 21743, song name = 06 - Kuku Mathur Ki Jhand Ho Gayi (2014) - 1 - 2 - 3 (Gangster Jaagran) [www.DJLUV.in].mp3
song id = 21744, song name = 07 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Tu Mera Joota Main Tera Fita [www.DJLUV.in].mp3
song id = 21745, song name = 08 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Tarzan (Bloodline Remix) [www.DJLUV.in].mp3
song id = 21746, song name = 01 - Humshakals (2014) - Caller Tune [www.DJLUV.in].mp3
song id = 21747, song name = 02 - Humshakals (2014) - Piya Ke Bazaar Mein [www.DJLUV.in].mp3
song id = 21748, song name = 03 - Humshakals (2014) - Just Look Into My Eyes [www.DJLUV.in].mp3
song id = 21749, song name = 04 - Humshakals (2014) - Barbaad Raat [www.DJLUV.in].mp3
song id = 21750, song name = 05 - Humshakals (2014) - Hum Pagal Nahin Hai [www.DJLUV.in].mp3
song id = 21751, song name = 06 - Humshakals (2014) - Khol De Dil Ki Khidki [www.DJLUV.in].mp3
song id = 21752, song name = 01 - Ek Villain (2014) - Galliyan [www.DJLUV.in].mp3
song id = 21753, song name = 02 - Ek Villain (2014) - Banjaara [www.DJLUV.in].mp3
song id = 21754, song name = 03 - Ek Villain (2014) - Zaroorat [www.DJLUV.in].mp3
song id = 21755, song name = 04 - Ek Villain (2014) - Awari [www.DJLUV.in].mp3
song id = 21756, song name = 05 - Ek Villain (2014) - Hamdard [www.DJLUV.in].mp3
song id = 21757, song name = 06 - Ek Villain (2014) - Galliyan Unplugged [www.DJLUV.in].mp3
song id = 21758, song name = 01 - Holiday (2014) - Aaj Dil Shayrana [www.DJLUV.in].mp3
song id = 21759, song name = 02 - Holiday (2014) - Tu Hi Toh Hai [www.DJLUV.in].mp3
song id = 21760, song name = 03 - Holiday (2014) - Ashq Na Ho [www.DJLUV.in].mp3
song id = 21761, song name = 04 - Holiday (2014) - Blame The Night [www.DJLUV.in].mp3
song id = 21762, song name = 05 - Holiday (2014) - Palang Tod [www.DJLUV.in].mp3
song id = 21763, song name = 06 - Holiday (2014) - Tu Hi Toh Hai (Promo Version) [www.DJLUV.in].mp3
song id = 21764, song name = 07 - Holiday (2014) - Palang Tod (Version 2) [www.DJLUV.in].mp3
song id = 21853, song name = 01 - Tum Mile To - Kunaal Vermaa (2014) - Tum Mile To - Kunaal Vermaa [www.DJLUV.in].mp3
song id = 21854, song name = 01 - The Break Up MashUp - Dj Chetas (2014) - The Break Up MashUp - DJ Chetas [www.DJLUV.in].mp3
song id = 21855, song name = 01 - Lekar Hum Deewana Dil (2014) - Khalifa [www.DJLUV.in].mp3
song id = 21856, song name = 02 - Lekar Hum Deewana Dil (2014) - Maaloom [www.DJLUV.in].mp3
song id = 21857, song name = 03 - Lekar Hum Deewana Dil (2014) - Ala Hada [www.DJLUV.in].mp3
song id = 21858, song name = 04 - Lekar Hum Deewana Dil (2014) - Mawali Qawwali [www.DJLUV.in].mp3
song id = 21859, song name = 05 - Lekar Hum Deewana Dil (2014) - Beqasoor [www.DJLUV.in].mp3
song id = 21860, song name = 06 - Lekar Hum Deewana Dil (2014) - Tu Shining [www.DJLUV.in].mp3
song id = 21861, song name = 01 - Bobby Jasoos (2014) - Jashn [www.DJLUV.in].mp3
song id = 21862, song name = 01 - It's Entertainment (2014) - Johnny Johnny [www.DJLUV.in].mp3
song id = 21863, song name = 01 - Hate Story 2 (2014) - Aaj Phir [www.DJLUV.in].mp3
song id = 21864, song name = 01 - Humpty Sharma Ki Dulhania (2014) - Saturday Saturday [www.DJLUV.in].mp3
song id = 21865, song name = 01 - Back 2 Love (2014) - Rab Jaane [www.DJLUV.in].mp3
song id = 21866, song name = 02 - Back 2 Love (2014) - Habibi (ft. Salim-Sulaiman) [www.DJLUV.in].mp3
song id = 21867, song name = 03 - Back 2 Love (2014) - Rim Jhim (ft. Shreya Ghoshal) [www.DJLUV.in].mp3
song id = 21868, song name = 04 - Back 2 Love (2014) - Zaroori Tha [www.DJLUV.in].mp3
song id = 21869, song name = 05 - Back 2 Love (2014) - Nach Dumadum [www.DJLUV.in].mp3
song id = 21870, song name = 06 - Back 2 Love (2014) - Sab Jhoote [www.DJLUV.in].mp3
song id = 21871, song name = 07 - Back 2 Love (2014) - Dil Ke Taar [www.DJLUV.in].mp3
song id = 21872, song name = 08 - Back 2 Love (2014) - Sharab E Husn [www.DJLUV.in].mp3
song id = 21873, song name = 09 - Back 2 Love (2014) - Aag Lagi [www.DJLUV.in].mp3
song id = 21874, song name = 10 - Back 2 Love (2014) - Fusion In Raag Champa Kali [www.DJLUV.in].mp3
song id = 21875, song name = 02 - Humpty Sharma Ki Dulhania (2014) - Samjhawan [www.DJLUV.in].mp3
song id = 21876, song name = 01 - Humpty Sharma Ki Dulhania (2014) - Saturday Saturday [www.DJLUV.in].mp3
song id = 21877, song name = 02 - Humpty Sharma Ki Dulhania (2014) - Samjhawan [www.DJLUV.in].mp3
song id = 21878, song name = 03 - Humpty Sharma Ki Dulhania (2014) - Daingad Daingad [www.DJLUV.in].mp3
song id = 21879, song name = 04 - Humpty Sharma Ki Dulhania (2014) - Lucky Tu Lucky Me [www.DJLUV.in].mp3
song id = 21880, song name = 05 - Humpty Sharma Ki Dulhania (2014) - Emotional Fool [www.DJLUV.in].mp3
song id = 21881, song name = 06 - Humpty Sharma Ki Dulhania (2014) - D Se Dance [www.DJLUV.in].mp3
song id = 21882, song name = 02 - Hate Story 2 (2014) - Kabhi Aayine Pe Likha Tujhe [www.DJLUV.in].mp3
song id = 21883, song name = 01 - Hate Story 2 (2014) - Aaj Phir [www.DJLUV.in].mp3
song id = 21884, song name = 02 - Hate Story 2 (2014)  - Kabhi Aayine Pe Likha Tujhe [www.DJLUV.in].mp3
song id = 21885, song name = 03 - Hate Story 2 (2014)  - Pink Lips [www.DJLUV.in].mp3
song id = 21886, song name = 04 - Hate Story 2 (2014)  - Hai Dil Ye Mera [www.DJLUV.in].mp3
song id = 21887, song name = 05 - Hate Story 2 (2014)  - Aaj Phir (Remix) [www.DJLUV.in].mp3
song id = 21888, song name = 06 - Hate Story 2 (2014)  - Pink Lips (Remix) [www.DJLUV.in].mp3
song id = 21889, song name = 07 - Hate Story 2 (2014)  - Hai Dil Ye Mera (Remix) [www.DJLUV.in].mp3
song id = 21890, song name = 08 - Hate Story 2 (2014)  - Kabhi Aayine Pe Likha Tujhe (Remix) [www.DJLUV.in].mp3
song id = 21724, song name = 01 - Filmistaan (2014) - Udaari [www.DJLUV.in].mp3
song id = 21725, song name = 02 - Filmistaan (2014) - Uljhi Uljhi [www.DJLUV.in].mp3
song id = 21726, song name = 03 - Filmistaan (2014) - Bhugol [www.DJLUV.in].mp3
song id = 21727, song name = 04 - Filmistaan (2014) - Bol [www.DJLUV.in].mp3
song id = 21728, song name = 05 - Filmistaan (2014) - Bebaak [www.DJLUV.in].mp3
song id = 21729, song name = 01 - Farhan Akhtar (2014) - Tension Kyun Lete Ho Yaar [www.DJLUV.in].mp3
song id = 21730, song name = 02 - Lekar Hum Deewana Dil (2014) - Maaloom [www.DJLUV.in].mp3
song id = 21731, song name = 01 - Fugly (2014) - Fugly Fugly Kya Hai [www.DJLUV.in].mp3
song id = 21732, song name = 02 - Fugly (2014) - Dhup Chik [www.DJLUV.in].mp3
song id = 21733, song name = 03 - Fugly (2014) - Banjarey [www.DJLUV.in].mp3
song id = 21734, song name = 04 - Fugly (2014) - Good In Bed [www.DJLUV.in].mp3
song id = 21735, song name = 05 - Fugly (2014) - Dhuaan [www.DJLUV.in].mp3
song id = 21736, song name = 06 - Fugly (2014) - G Pe Danda [www.DJLUV.in].mp3
song id = 21737, song name = 07 - Fugly (2014) - Lovely Jind Wali [www.DJLUV.in].mp3
song id = 21738, song name = 01 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Tarzan [www.DJLUV.in].mp3
song id = 21739, song name = 02 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Phacebook Pyaar [www.DJLUV.in].mp3
song id = 21740, song name = 03 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Welcome Maiyya [www.DJLUV.in].mp3
song id = 21741, song name = 04 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Chop Chop [www.DJLUV.in].mp3
song id = 21742, song name = 05 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Tu Tu Tu [www.DJLUV.in].mp3
song id = 21743, song name = 06 - Kuku Mathur Ki Jhand Ho Gayi (2014) - 1 - 2 - 3 (Gangster Jaagran) [www.DJLUV.in].mp3
song id = 21744, song name = 07 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Tu Mera Joota Main Tera Fita [www.DJLUV.in].mp3
song id = 21745, song name = 08 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Tarzan (Bloodline Remix) [www.DJLUV.in].mp3
song id = 21746, song name = 01 - Humshakals (2014) - Caller Tune [www.DJLUV.in].mp3
song id = 21747, song name = 02 - Humshakals (2014) - Piya Ke Bazaar Mein [www.DJLUV.in].mp3
song id = 21748, song name = 03 - Humshakals (2014) - Just Look Into My Eyes [www.DJLUV.in].mp3
song id = 21749, song name = 04 - Humshakals (2014) - Barbaad Raat [www.DJLUV.in].mp3
song id = 21750, song name = 05 - Humshakals (2014) - Hum Pagal Nahin Hai [www.DJLUV.in].mp3
song id = 21751, song name = 06 - Humshakals (2014) - Khol De Dil Ki Khidki [www.DJLUV.in].mp3
song id = 21752, song name = 01 - Ek Villain (2014) - Galliyan [www.DJLUV.in].mp3
song id = 21753, song name = 02 - Ek Villain (2014) - Banjaara [www.DJLUV.in].mp3
song id = 21754, song name = 03 - Ek Villain (2014) - Zaroorat [www.DJLUV.in].mp3
song id = 21755, song name = 04 - Ek Villain (2014) - Awari [www.DJLUV.in].mp3
song id = 21756, song name = 05 - Ek Villain (2014) - Hamdard [www.DJLUV.in].mp3
song id = 21757, song name = 06 - Ek Villain (2014) - Galliyan Unplugged [www.DJLUV.in].mp3
song id = 21758, song name = 01 - Holiday (2014) - Aaj Dil Shayrana [www.DJLUV.in].mp3
song id = 21759, song name = 02 - Holiday (2014) - Tu Hi Toh Hai [www.DJLUV.in].mp3
song id = 21760, song name = 03 - Holiday (2014) - Ashq Na Ho [www.DJLUV.in].mp3
song id = 21761, song name = 04 - Holiday (2014) - Blame The Night [www.DJLUV.in].mp3
song id = 21762, song name = 05 - Holiday (2014) - Palang Tod [www.DJLUV.in].mp3
song id = 21763, song name = 06 - Holiday (2014) - Tu Hi Toh Hai (Promo Version) [www.DJLUV.in].mp3
song id = 21764, song name = 07 - Holiday (2014) - Palang Tod (Version 2) [www.DJLUV.in].mp3
song id = 21853, song name = 01 - Tum Mile To - Kunaal Vermaa (2014) - Tum Mile To - Kunaal Vermaa [www.DJLUV.in].mp3
song id = 21854, song name = 01 - The Break Up MashUp - Dj Chetas (2014) - The Break Up MashUp - DJ Chetas [www.DJLUV.in].mp3
song id = 21855, song name = 01 - Lekar Hum Deewana Dil (2014) - Khalifa [www.DJLUV.in].mp3
song id = 21856, song name = 02 - Lekar Hum Deewana Dil (2014) - Maaloom [www.DJLUV.in].mp3
song id = 21857, song name = 03 - Lekar Hum Deewana Dil (2014) - Ala Hada [www.DJLUV.in].mp3
song id = 21858, song name = 04 - Lekar Hum Deewana Dil (2014) - Mawali Qawwali [www.DJLUV.in].mp3
song id = 21859, song name = 05 - Lekar Hum Deewana Dil (2014) - Beqasoor [www.DJLUV.in].mp3
song id = 21860, song name = 06 - Lekar Hum Deewana Dil (2014) - Tu Shining [www.DJLUV.in].mp3
song id = 21861, song name = 01 - Bobby Jasoos (2014) - Jashn [www.DJLUV.in].mp3
song id = 21862, song name = 01 - It's Entertainment (2014) - Johnny Johnny [www.DJLUV.in].mp3
song id = 21863, song name = 01 - Hate Story 2 (2014) - Aaj Phir [www.DJLUV.in].mp3
song id = 21864, song name = 01 - Humpty Sharma Ki Dulhania (2014) - Saturday Saturday [www.DJLUV.in].mp3
song id = 21865, song name = 01 - Back 2 Love (2014) - Rab Jaane [www.DJLUV.in].mp3
song id = 21866, song name = 02 - Back 2 Love (2014) - Habibi (ft. Salim-Sulaiman) [www.DJLUV.in].mp3
song id = 21867, song name = 03 - Back 2 Love (2014) - Rim Jhim (ft. Shreya Ghoshal) [www.DJLUV.in].mp3
song id = 21868, song name = 04 - Back 2 Love (2014) - Zaroori Tha [www.DJLUV.in].mp3
song id = 21869, song name = 05 - Back 2 Love (2014) - Nach Dumadum [www.DJLUV.in].mp3
song id = 21870, song name = 06 - Back 2 Love (2014) - Sab Jhoote [www.DJLUV.in].mp3
song id = 21871, song name = 07 - Back 2 Love (2014) - Dil Ke Taar [www.DJLUV.in].mp3
song id = 21872, song name = 08 - Back 2 Love (2014) - Sharab E Husn [www.DJLUV.in].mp3
song id = 21873, song name = 09 - Back 2 Love (2014) - Aag Lagi [www.DJLUV.in].mp3
song id = 21874, song name = 10 - Back 2 Love (2014) - Fusion In Raag Champa Kali [www.DJLUV.in].mp3
song id = 21875, song name = 02 - Humpty Sharma Ki Dulhania (2014) - Samjhawan [www.DJLUV.in].mp3
song id = 21876, song name = 01 - Humpty Sharma Ki Dulhania (2014) - Saturday Saturday [www.DJLUV.in].mp3
song id = 21877, song name = 02 - Humpty Sharma Ki Dulhania (2014) - Samjhawan [www.DJLUV.in].mp3
song id = 21878, song name = 03 - Humpty Sharma Ki Dulhania (2014) - Daingad Daingad [www.DJLUV.in].mp3
song id = 21879, song name = 04 - Humpty Sharma Ki Dulhania (2014) - Lucky Tu Lucky Me [www.DJLUV.in].mp3
song id = 21880, song name = 05 - Humpty Sharma Ki Dulhania (2014) - Emotional Fool [www.DJLUV.in].mp3
song id = 21881, song name = 06 - Humpty Sharma Ki Dulhania (2014) - D Se Dance [www.DJLUV.in].mp3
song id = 21882, song name = 02 - Hate Story 2 (2014) - Kabhi Aayine Pe Likha Tujhe [www.DJLUV.in].mp3
song id = 21883, song name = 01 - Hate Story 2 (2014) - Aaj Phir [www.DJLUV.in].mp3
song id = 21884, song name = 02 - Hate Story 2 (2014)  - Kabhi Aayine Pe Likha Tujhe [www.DJLUV.in].mp3
song id = 21885, song name = 03 - Hate Story 2 (2014)  - Pink Lips [www.DJLUV.in].mp3
song id = 21886, song name = 04 - Hate Story 2 (2014)  - Hai Dil Ye Mera [www.DJLUV.in].mp3
song id = 21887, song name = 05 - Hate Story 2 (2014)  - Aaj Phir (Remix) [www.DJLUV.in].mp3
song id = 21888, song name = 06 - Hate Story 2 (2014)  - Pink Lips (Remix) [www.DJLUV.in].mp3
song id = 21889, song name = 07 - Hate Story 2 (2014)  - Hai Dil Ye Mera (Remix) [www.DJLUV.in].mp3
song id = 21724, song name = 01 - Filmistaan (2014) - Udaari [www.DJLUV.in].mp3
song id = 21725, song name = 02 - Filmistaan (2014) - Uljhi Uljhi [www.DJLUV.in].mp3
song id = 21726, song name = 03 - Filmistaan (2014) - Bhugol [www.DJLUV.in].mp3
song id = 21727, song name = 04 - Filmistaan (2014) - Bol [www.DJLUV.in].mp3
song id = 21728, song name = 05 - Filmistaan (2014) - Bebaak [www.DJLUV.in].mp3
song id = 21729, song name = 01 - Farhan Akhtar (2014) - Tension Kyun Lete Ho Yaar [www.DJLUV.in].mp3
song id = 21730, song name = 02 - Lekar Hum Deewana Dil (2014) - Maaloom [www.DJLUV.in].mp3
song id = 21731, song name = 01 - Fugly (2014) - Fugly Fugly Kya Hai [www.DJLUV.in].mp3
song id = 21732, song name = 02 - Fugly (2014) - Dhup Chik [www.DJLUV.in].mp3
song id = 21733, song name = 03 - Fugly (2014) - Banjarey [www.DJLUV.in].mp3
song id = 21734, song name = 04 - Fugly (2014) - Good In Bed [www.DJLUV.in].mp3
song id = 21735, song name = 05 - Fugly (2014) - Dhuaan [www.DJLUV.in].mp3
song id = 21736, song name = 06 - Fugly (2014) - G Pe Danda [www.DJLUV.in].mp3
song id = 21737, song name = 07 - Fugly (2014) - Lovely Jind Wali [www.DJLUV.in].mp3
song id = 21738, song name = 01 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Tarzan [www.DJLUV.in].mp3
song id = 21739, song name = 02 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Phacebook Pyaar [www.DJLUV.in].mp3
song id = 21740, song name = 03 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Welcome Maiyya [www.DJLUV.in].mp3
song id = 21741, song name = 04 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Chop Chop [www.DJLUV.in].mp3
song id = 21742, song name = 05 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Tu Tu Tu [www.DJLUV.in].mp3
song id = 21743, song name = 06 - Kuku Mathur Ki Jhand Ho Gayi (2014) - 1 - 2 - 3 (Gangster Jaagran) [www.DJLUV.in].mp3
song id = 21744, song name = 07 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Tu Mera Joota Main Tera Fita [www.DJLUV.in].mp3
song id = 21745, song name = 08 - Kuku Mathur Ki Jhand Ho Gayi (2014) - Tarzan (Bloodline Remix) [www.DJLUV.in].mp3
song id = 21746, song name = 01 - Humshakals (2014) - Caller Tune [www.DJLUV.in].mp3
song id = 21747, song name = 02 - Humshakals (2014) - Piya Ke Bazaar Mein [www.DJLUV.in].mp3
song id = 21748, song name = 03 - Humshakals (2014) - Just Look Into My Eyes [www.DJLUV.in].mp3
song id = 21749, song name = 04 - Humshakals (2014) - Barbaad Raat [www.DJLUV.in].mp3
